child_id,path_id,date,node,node_N,node_NN
1000081,0,2015-01-02,contact,0,0
1000082,0,2015-01-02,contact,0,0
1000083,0,2015-01-02,contact,0,0
1000084,0,2015-01-02,contact,0,0
1000085,0,2015-01-02,contact,0,0
1000086,0,2015-01-02,contact,0,0
1000087,0,2015-01-02,contact,0,0
1000088,0,2015-01-02,contact,0,0
1000089,0,2015-01-02,contact,0,0
1000090,0,2015-01-02,contact,0,0
1000091,0,2015-01-02,contact,0,0
1000021,0,2015-01-02,exit_nonsocialcare,1,1
1000029,0,2015-01-02,exit_nonsocialcare,1,1
1000057,0,2015-01-02,exit_nonsocialcare,1,1
1000060,0,2015-01-02,referral,1,1
1000061,0,2015-01-02,referral,1,1
1000063,0,2015-01-02,referral,1,1
1000064,0,2015-01-02,referral,1,1
1000066,0,2015-01-02,referral,1,1
1000067,0,2015-01-02,referral,1,1
1000068,0,2015-01-02,referral,1,1
1000069,0,2015-01-02,referral,1,1
1000074,0,2015-01-02,referral,1,1
1000075,0,2015-01-02,referral,1,1
1000080,0,2015-01-02,referral,1,1
1000083,0,2015-01-02,referral,1,1
1000086,0,2015-01-02,referral,1,1
1000088,0,2015-01-02,referral,1,1
1000090,0,2015-01-02,referral,1,1
1000091,0,2015-01-02,referral,1,1
1000060,0,2015-01-02,candf,2,2
1000061,0,2015-01-02,candf,2,2
1000063,0,2015-01-02,candf,2,2
1000064,0,2015-01-02,strategy,2,2
1000066,0,2015-01-02,candf,2,2
1000067,0,2015-01-02,strategy,2,2
1000068,0,2015-01-02,candf,2,2
1000069,0,2015-01-02,candf,2,2
1000074,0,2015-01-02,candf,2,2
1000080,0,2015-01-02,exit_lac,2,2
1000083,0,2015-01-02,candf,2,2
1000086,0,2015-01-02,candf,2,2
1000088,0,2015-01-02,candf,2,2
1000090,0,2015-01-02,candf,2,2
1000091,0,2015-01-02,candf,2,2
1000010,0,2015-01-02,s47,3,3
1000064,0,2015-01-02,s47,3,3
1000067,0,2015-01-02,s47,3,3
1000092,0,2015-01-03,contact,0,0
1000093,0,2015-01-03,contact,0,0
1000094,0,2015-01-03,contact,0,0
1000095,0,2015-01-03,contact,0,0
1000096,0,2015-01-03,contact,0,0
1000097,0,2015-01-03,contact,0,0
1000098,0,2015-01-03,contact,0,0
1000099,0,2015-01-03,contact,0,0
1000100,0,2015-01-03,contact,0,0
1000101,0,2015-01-03,contact,0,0
1000102,0,2015-01-03,contact,0,0
1000103,0,2015-01-03,contact,0,0
1000104,0,2015-01-03,contact,0,0
1000105,0,2015-01-03,contact,0,0
1000106,0,2015-01-03,contact,0,0
1000107,0,2015-01-03,contact,0,0
1000108,0,2015-01-03,contact,0,0
1000109,0,2015-01-03,contact,0,0
1000110,0,2015-01-03,contact,0,0
1000111,0,2015-01-03,contact,0,0
1000112,0,2015-01-03,contact,0,0
1000113,0,2015-01-03,contact,0,0
1000114,0,2015-01-03,contact,0,0
1000115,0,2015-01-03,contact,0,0
1000116,0,2015-01-03,contact,0,0
1000117,0,2015-01-03,contact,0,0
1000118,0,2015-01-03,contact,0,0
1000119,0,2015-01-03,contact,0,0
1000120,0,2015-01-03,contact,0,0
1000121,0,2015-01-03,contact,0,0
1000122,0,2015-01-03,contact,0,0
1000123,0,2015-01-03,contact,0,0
1000124,0,2015-01-03,contact,0,0
1000125,0,2015-01-03,contact,0,0
1000126,0,2015-01-03,contact,0,0
1000127,0,2015-01-03,contact,0,0
1000128,0,2015-01-03,contact,0,0
1000129,0,2015-01-03,contact,0,0
1000130,0,2015-01-03,contact,0,0
1000131,0,2015-01-03,contact,0,0
1000132,0,2015-01-03,contact,0,0
1000133,0,2015-01-03,contact,0,0
1000134,0,2015-01-03,contact,0,0
1000135,0,2015-01-03,contact,0,0
1000136,0,2015-01-03,contact,0,0
1000137,0,2015-01-03,contact,0,0
1000138,0,2015-01-03,contact,0,0
1000139,0,2015-01-03,contact,0,0
1000140,0,2015-01-03,contact,0,0
1000141,0,2015-01-03,contact,0,0
1000142,0,2015-01-03,contact,0,0
1000143,0,2015-01-03,contact,0,0
1000144,0,2015-01-03,contact,0,0
1000145,0,2015-01-03,contact,0,0
1000146,0,2015-01-03,contact,0,0
1000147,0,2015-01-03,contact,0,0
1000148,0,2015-01-03,contact,0,0
1000149,0,2015-01-03,contact,0,0
1000150,0,2015-01-03,contact,0,0
1000151,0,2015-01-03,contact,0,0
1000152,0,2015-01-03,contact,0,0
1000153,0,2015-01-03,contact,0,0
1000154,0,2015-01-03,contact,0,0
1000155,0,2015-01-03,contact,0,0
1000156,0,2015-01-03,contact,0,0
1000157,0,2015-01-03,contact,0,0
1000158,0,2015-01-03,contact,0,0
1000159,0,2015-01-03,contact,0,0
1000160,0,2015-01-03,contact,0,0
1000161,0,2015-01-03,contact,0,0
1000162,0,2015-01-03,contact,0,0
1000163,0,2015-01-03,contact,0,0
1000164,0,2015-01-03,contact,0,0
1000165,0,2015-01-03,contact,0,0
1000166,0,2015-01-03,contact,0,0
1000167,0,2015-01-03,contact,0,0
1000168,0,2015-01-03,contact,0,0
1000169,0,2015-01-03,contact,0,0
1000170,0,2015-01-03,contact,0,0
1000171,0,2015-01-03,contact,0,0
1000172,0,2015-01-03,contact,0,0
1000173,0,2015-01-03,contact,0,0
1000174,0,2015-01-03,contact,0,0
1000175,0,2015-01-03,contact,0,0
1000176,0,2015-01-03,contact,0,0
1000177,0,2015-01-03,contact,0,0
1000178,0,2015-01-03,contact,0,0
1000179,0,2015-01-03,contact,0,0
1000180,0,2015-01-03,contact,0,0
1000181,0,2015-01-03,contact,0,0
1000182,0,2015-01-03,contact,0,0
1000183,0,2015-01-03,contact,0,0
1000015,0,2015-01-03,exit_nonsocialcare,1,1
1000036,0,2015-01-03,exit_nonsocialcare,1,1
1000037,0,2015-01-03,exit_nonsocialcare,1,1
1000052,0,2015-01-03,exit_nonsocialcare,1,1
1000076,0,2015-01-03,exit_nonsocialcare,1,1
1000085,0,2015-01-03,exit_nonsocialcare,1,1
1000093,0,2015-01-03,referral,1,1
1000094,0,2015-01-03,exit_nonsocialcare,1,1
1000097,0,2015-01-03,referral,1,1
1000098,0,2015-01-03,exit_nonsocialcare,1,1
1000102,0,2015-01-03,referral,1,1
1000103,0,2015-01-03,referral,1,1
1000104,0,2015-01-03,referral,1,1
1000105,0,2015-01-03,referral,1,1
1000106,0,2015-01-03,referral,1,1
1000107,0,2015-01-03,referral,1,1
1000110,0,2015-01-03,referral,1,1
1000112,0,2015-01-03,referral,1,1
1000113,0,2015-01-03,referral,1,1
1000115,0,2015-01-03,exit_nonsocialcare,1,1
1000116,0,2015-01-03,referral,1,1
1000117,0,2015-01-03,referral,1,1
1000118,0,2015-01-03,referral,1,1
1000119,0,2015-01-03,referral,1,1
1000120,0,2015-01-03,exit_nonsocialcare,1,1
1000121,0,2015-01-03,referral,1,1
1000122,0,2015-01-03,referral,1,1
1000124,0,2015-01-03,referral,1,1
1000125,0,2015-01-03,referral,1,1
1000126,0,2015-01-03,referral,1,1
1000127,0,2015-01-03,referral,1,1
1000128,0,2015-01-03,referral,1,1
1000129,0,2015-01-03,referral,1,1
1000130,0,2015-01-03,referral,1,1
1000131,0,2015-01-03,referral,1,1
1000133,0,2015-01-03,referral,1,1
1000136,0,2015-01-03,exit_nonsocialcare,1,1
1000137,0,2015-01-03,referral,1,1
1000139,0,2015-01-03,referral,1,1
1000140,0,2015-01-03,referral,1,1
1000141,0,2015-01-03,referral,1,1
1000142,0,2015-01-03,referral,1,1
1000143,0,2015-01-03,referral,1,1
1000144,0,2015-01-03,referral,1,1
1000145,0,2015-01-03,referral,1,1
1000148,0,2015-01-03,referral,1,1
1000155,0,2015-01-03,referral,1,1
1000156,0,2015-01-03,referral,1,1
1000157,0,2015-01-03,referral,1,1
1000158,0,2015-01-03,exit_nonsocialcare,1,1
1000160,0,2015-01-03,referral,1,1
1000161,0,2015-01-03,referral,1,1
1000162,0,2015-01-03,referral,1,1
1000164,0,2015-01-03,referral,1,1
1000165,0,2015-01-03,referral,1,1
1000169,0,2015-01-03,referral,1,1
1000172,0,2015-01-03,referral,1,1
1000173,0,2015-01-03,referral,1,1
1000175,0,2015-01-03,referral,1,1
1000176,0,2015-01-03,referral,1,1
1000179,0,2015-01-03,referral,1,1
1000182,0,2015-01-03,referral,1,1
1000183,0,2015-01-03,exit_nonsocialcare,1,1
1000093,0,2015-01-03,candf,2,2
1000097,0,2015-01-03,candf,2,2
1000102,0,2015-01-03,candf,2,2
1000103,0,2015-01-03,strategy,2,2
1000104,0,2015-01-03,strategy,2,2
1000105,0,2015-01-03,candf,2,2
1000106,0,2015-01-03,candf,2,2
1000107,0,2015-01-03,strategy,2,2
1000110,0,2015-01-03,candf,2,2
1000112,0,2015-01-03,candf,2,2
1000113,0,2015-01-03,candf,2,2
1000116,0,2015-01-03,candf,2,2
1000117,0,2015-01-03,candf,2,2
1000118,0,2015-01-03,candf,2,2
1000119,0,2015-01-03,candf,2,2
1000121,0,2015-01-03,candf,2,2
1000122,0,2015-01-03,strategy,2,2
1000124,0,2015-01-03,exit_nonsocialcare,2,2
1000125,0,2015-01-03,candf,2,2
1000126,0,2015-01-03,candf,2,2
1000127,0,2015-01-03,candf,2,2
1000128,0,2015-01-03,candf,2,2
1000129,0,2015-01-03,candf,2,2
1000130,0,2015-01-03,strategy,2,2
1000131,0,2015-01-03,strategy,2,2
1000133,0,2015-01-03,candf,2,2
1000137,0,2015-01-03,candf,2,2
1000139,0,2015-01-03,strategy,2,2
1000140,0,2015-01-03,strategy,2,2
1000141,0,2015-01-03,strategy,2,2
1000142,0,2015-01-03,candf,2,2
1000143,0,2015-01-03,strategy,2,2
1000144,0,2015-01-03,strategy,2,2
1000145,0,2015-01-03,candf,2,2
1000148,0,2015-01-03,candf,2,2
1000155,0,2015-01-03,candf,2,2
1000156,0,2015-01-03,candf,2,2
1000157,0,2015-01-03,strategy,2,2
1000160,0,2015-01-03,strategy,2,2
1000161,0,2015-01-03,candf,2,2
1000162,0,2015-01-03,candf,2,2
1000164,0,2015-01-03,candf,2,2
1000165,0,2015-01-03,candf,2,2
1000169,0,2015-01-03,strategy,2,2
1000172,0,2015-01-03,candf,2,2
1000175,0,2015-01-03,strategy,2,2
1000176,0,2015-01-03,candf,2,2
1000179,0,2015-01-03,candf,2,2
1000182,0,2015-01-03,candf,2,2
1000039,0,2015-01-03,exit_other,3,3
1000043,0,2015-01-03,s47,3,3
1000103,0,2015-01-03,s47,3,3
1000104,0,2015-01-03,s47,3,3
1000107,0,2015-01-03,s47,3,3
1000130,0,2015-01-03,s47,3,3
1000131,0,2015-01-03,s47,3,3
1000139,0,2015-01-03,s47,3,3
1000140,0,2015-01-03,s47,3,3
1000141,0,2015-01-03,s47,3,3
1000143,0,2015-01-03,s47,3,3
1000169,0,2015-01-03,s47,3,3
1000175,0,2015-01-03,s47,3,3
1000184,0,2015-01-04,contact,0,0
1000185,0,2015-01-04,contact,0,0
1000186,0,2015-01-04,contact,0,0
1000187,0,2015-01-04,contact,0,0
1000188,0,2015-01-04,contact,0,0
1000189,0,2015-01-04,contact,0,0
1000190,0,2015-01-04,contact,0,0
1000191,0,2015-01-04,contact,0,0
1000192,0,2015-01-04,contact,0,0
1000193,0,2015-01-04,contact,0,0
1000194,0,2015-01-04,contact,0,0
1000195,0,2015-01-04,contact,0,0
1000196,0,2015-01-04,contact,0,0
1000197,0,2015-01-04,contact,0,0
1000198,0,2015-01-04,contact,0,0
1000199,0,2015-01-04,contact,0,0
1000200,0,2015-01-04,contact,0,0
1000201,0,2015-01-04,contact,0,0
1000202,0,2015-01-04,contact,0,0
1000203,0,2015-01-04,contact,0,0
1000204,0,2015-01-04,contact,0,0
1000205,0,2015-01-04,contact,0,0
1000206,0,2015-01-04,contact,0,0
1000207,0,2015-01-04,contact,0,0
1000208,0,2015-01-04,contact,0,0
1000209,0,2015-01-04,contact,0,0
1000210,0,2015-01-04,contact,0,0
1000211,0,2015-01-04,contact,0,0
1000212,0,2015-01-04,contact,0,0
1000213,0,2015-01-04,contact,0,0
1000214,0,2015-01-04,contact,0,0
1000215,0,2015-01-04,contact,0,0
1000216,0,2015-01-04,contact,0,0
1000217,0,2015-01-04,contact,0,0
1000218,0,2015-01-04,contact,0,0
1000219,0,2015-01-04,contact,0,0
1000220,0,2015-01-04,contact,0,0
1000221,0,2015-01-04,contact,0,0
1000222,0,2015-01-04,contact,0,0
1000223,0,2015-01-04,contact,0,0
1000224,0,2015-01-04,contact,0,0
1000225,0,2015-01-04,contact,0,0
1000226,0,2015-01-04,contact,0,0
1000227,0,2015-01-04,contact,0,0
1000228,0,2015-01-04,contact,0,0
1000229,0,2015-01-04,contact,0,0
1000230,0,2015-01-04,contact,0,0
1000231,0,2015-01-04,contact,0,0
1000232,0,2015-01-04,contact,0,0
1000233,0,2015-01-04,contact,0,0
1000234,0,2015-01-04,contact,0,0
1000235,0,2015-01-04,contact,0,0
1000236,0,2015-01-04,contact,0,0
1000237,0,2015-01-04,contact,0,0
1000238,0,2015-01-04,contact,0,0
1000239,0,2015-01-04,contact,0,0
1000240,0,2015-01-04,contact,0,0
1000241,0,2015-01-04,contact,0,0
1000242,0,2015-01-04,contact,0,0
1000243,0,2015-01-04,contact,0,0
1000244,0,2015-01-04,contact,0,0
1000245,0,2015-01-04,contact,0,0
1000246,0,2015-01-04,contact,0,0
1000247,0,2015-01-04,contact,0,0
1000248,0,2015-01-04,contact,0,0
1000249,0,2015-01-04,contact,0,0
1000250,0,2015-01-04,contact,0,0
1000251,0,2015-01-04,contact,0,0
1000252,0,2015-01-04,contact,0,0
1000045,0,2015-01-04,exit_nonsocialcare,1,1
1000058,0,2015-01-04,exit_nonsocialcare,1,1
1000059,0,2015-01-04,exit_nonsocialcare,1,1
1000065,0,2015-01-04,exit_nonsocialcare,1,1
1000078,0,2015-01-04,exit_nonsocialcare,1,1
1000082,0,2015-01-04,exit_nonsocialcare,1,1
1000108,0,2015-01-04,exit_nonsocialcare,1,1
1000132,0,2015-01-04,exit_nonsocialcare,1,1
1000163,0,2015-01-04,exit_nonsocialcare,1,1
1000184,0,2015-01-04,referral,1,1
1000185,0,2015-01-04,referral,1,1
1000186,0,2015-01-04,exit_nonsocialcare,1,1
1000194,0,2015-01-04,referral,1,1
1000197,0,2015-01-04,exit_nonsocialcare,1,1
1000198,0,2015-01-04,referral,1,1
1000201,0,2015-01-04,referral,1,1
1000202,0,2015-01-04,referral,1,1
1000203,0,2015-01-04,referral,1,1
1000206,0,2015-01-04,referral,1,1
1000207,0,2015-01-04,referral,1,1
1000208,0,2015-01-04,referral,1,1
1000209,0,2015-01-04,referral,1,1
1000210,0,2015-01-04,referral,1,1
1000212,0,2015-01-04,referral,1,1
1000213,0,2015-01-04,referral,1,1
1000216,0,2015-01-04,referral,1,1
1000217,0,2015-01-04,referral,1,1
1000220,0,2015-01-04,referral,1,1
1000223,0,2015-01-04,referral,1,1
1000224,0,2015-01-04,referral,1,1
1000226,0,2015-01-04,referral,1,1
1000227,0,2015-01-04,referral,1,1
1000228,0,2015-01-04,referral,1,1
1000231,0,2015-01-04,referral,1,1
1000232,0,2015-01-04,referral,1,1
1000235,0,2015-01-04,exit_nonsocialcare,1,1
1000238,0,2015-01-04,referral,1,1
1000239,0,2015-01-04,referral,1,1
1000240,0,2015-01-04,referral,1,1
1000241,0,2015-01-04,exit_nonsocialcare,1,1
1000243,0,2015-01-04,exit_nonsocialcare,1,1
1000245,0,2015-01-04,referral,1,1
1000246,0,2015-01-04,exit_nonsocialcare,1,1
1000248,0,2015-01-04,referral,1,1
1000249,0,2015-01-04,referral,1,1
1000250,0,2015-01-04,referral,1,1
1000252,0,2015-01-04,referral,1,1
1000075,0,2015-01-04,exit_nonsocialcare,2,2
1000173,0,2015-01-04,exit_nonsocialcare,2,2
1000184,0,2015-01-04,candf,2,2
1000185,0,2015-01-04,candf,2,2
1000194,0,2015-01-04,candf,2,2
1000198,0,2015-01-04,strategy,2,2
1000201,0,2015-01-04,strategy,2,2
1000202,0,2015-01-04,candf,2,2
1000203,0,2015-01-04,strategy,2,2
1000206,0,2015-01-04,candf,2,2
1000207,0,2015-01-04,candf,2,2
1000208,0,2015-01-04,candf,2,2
1000209,0,2015-01-04,candf,2,2
1000210,0,2015-01-04,strategy,2,2
1000212,0,2015-01-04,candf,2,2
1000213,0,2015-01-04,strategy,2,2
1000216,0,2015-01-04,strategy,2,2
1000217,0,2015-01-04,strategy,2,2
1000220,0,2015-01-04,strategy,2,2
1000223,0,2015-01-04,candf,2,2
1000224,0,2015-01-04,strategy,2,2
1000226,0,2015-01-04,candf,2,2
1000227,0,2015-01-04,candf,2,2
1000228,0,2015-01-04,candf,2,2
1000231,0,2015-01-04,strategy,2,2
1000232,0,2015-01-04,candf,2,2
1000238,0,2015-01-04,candf,2,2
1000239,0,2015-01-04,candf,2,2
1000240,0,2015-01-04,exit_nonsocialcare,2,2
1000245,0,2015-01-04,candf,2,2
1000248,0,2015-01-04,candf,2,2
1000249,0,2015-01-04,candf,2,2
1000250,0,2015-01-04,candf,2,2
1000252,0,2015-01-04,strategy,2,2
1000040,0,2015-01-04,exit_other,3,3
1000122,0,2015-01-04,s47,3,3
1000144,0,2015-01-04,s47,3,3
1000157,0,2015-01-04,s47,3,3
1000160,0,2015-01-04,s47,3,3
1000203,0,2015-01-04,s47,3,3
1000210,0,2015-01-04,s47,3,3
1000217,0,2015-01-04,candf,3,3
1000220,0,2015-01-04,s47,3,3
1000224,0,2015-01-04,s47,3,3
1000252,0,2015-01-04,s47,3,3
1000253,0,2015-01-05,contact,0,0
1000254,0,2015-01-05,contact,0,0
1000255,0,2015-01-05,contact,0,0
1000256,0,2015-01-05,contact,0,0
1000257,0,2015-01-05,contact,0,0
1000258,0,2015-01-05,contact,0,0
1000259,0,2015-01-05,contact,0,0
1000260,0,2015-01-05,contact,0,0
1000261,0,2015-01-05,contact,0,0
1000262,0,2015-01-05,contact,0,0
1000263,0,2015-01-05,contact,0,0
1000264,0,2015-01-05,contact,0,0
1000265,0,2015-01-05,contact,0,0
1000266,0,2015-01-05,contact,0,0
1000267,0,2015-01-05,contact,0,0
1000268,0,2015-01-05,contact,0,0
1000269,0,2015-01-05,contact,0,0
1000270,0,2015-01-05,contact,0,0
1000271,0,2015-01-05,contact,0,0
1000272,0,2015-01-05,contact,0,0
1000273,0,2015-01-05,contact,0,0
1000274,0,2015-01-05,contact,0,0
1000275,0,2015-01-05,contact,0,0
1000276,0,2015-01-05,contact,0,0
1000277,0,2015-01-05,contact,0,0
1000278,0,2015-01-05,contact,0,0
1000279,0,2015-01-05,contact,0,0
1000280,0,2015-01-05,contact,0,0
1000281,0,2015-01-05,contact,0,0
1000282,0,2015-01-05,contact,0,0
1000283,0,2015-01-05,contact,0,0
1000284,0,2015-01-05,contact,0,0
1000285,0,2015-01-05,contact,0,0
1000286,0,2015-01-05,contact,0,0
1000287,0,2015-01-05,contact,0,0
1000288,0,2015-01-05,contact,0,0
1000289,0,2015-01-05,contact,0,0
1000290,0,2015-01-05,contact,0,0
1000291,0,2015-01-05,contact,0,0
1000292,0,2015-01-05,contact,0,0
1000293,0,2015-01-05,contact,0,0
1000294,0,2015-01-05,contact,0,0
1000295,0,2015-01-05,contact,0,0
1000296,0,2015-01-05,contact,0,0
1000297,0,2015-01-05,contact,0,0
1000298,0,2015-01-05,contact,0,0
1000299,0,2015-01-05,contact,0,0
1000300,0,2015-01-05,contact,0,0
1000301,0,2015-01-05,contact,0,0
1000302,0,2015-01-05,contact,0,0
1000303,0,2015-01-05,contact,0,0
1000304,0,2015-01-05,contact,0,0
1000305,0,2015-01-05,contact,0,0
1000306,0,2015-01-05,contact,0,0
1000307,0,2015-01-05,contact,0,0
1000308,0,2015-01-05,contact,0,0
1000309,0,2015-01-05,contact,0,0
1000310,0,2015-01-05,contact,0,0
1000311,0,2015-01-05,contact,0,0
1000041,0,2015-01-05,exit_nonsocialcare,1,1
1000055,0,2015-01-05,exit_nonsocialcare,1,1
1000092,0,2015-01-05,exit_nonsocialcare,1,1
1000147,0,2015-01-05,exit_nonsocialcare,1,1
1000177,0,2015-01-05,exit_nonsocialcare,1,1
1000180,0,2015-01-05,exit_nonsocialcare,1,1
1000188,0,2015-01-05,exit_nonsocialcare,1,1
1000189,0,2015-01-05,exit_nonsocialcare,1,1
1000200,0,2015-01-05,exit_nonsocialcare,1,1
1000234,0,2015-01-05,exit_nonsocialcare,1,1
1000237,0,2015-01-05,exit_nonsocialcare,1,1
1000255,0,2015-01-05,referral,1,1
1000258,0,2015-01-05,referral,1,1
1000261,0,2015-01-05,referral,1,1
1000262,0,2015-01-05,referral,1,1
1000264,0,2015-01-05,referral,1,1
1000265,0,2015-01-05,referral,1,1
1000266,0,2015-01-05,referral,1,1
1000267,0,2015-01-05,referral,1,1
1000268,0,2015-01-05,referral,1,1
1000270,0,2015-01-05,exit_nonsocialcare,1,1
1000276,0,2015-01-05,referral,1,1
1000277,0,2015-01-05,referral,1,1
1000278,0,2015-01-05,referral,1,1
1000279,0,2015-01-05,referral,1,1
1000280,0,2015-01-05,referral,1,1
1000282,0,2015-01-05,referral,1,1
1000284,0,2015-01-05,referral,1,1
1000285,0,2015-01-05,exit_nonsocialcare,1,1
1000287,0,2015-01-05,referral,1,1
1000290,0,2015-01-05,referral,1,1
1000291,0,2015-01-05,exit_nonsocialcare,1,1
1000292,0,2015-01-05,referral,1,1
1000294,0,2015-01-05,exit_nonsocialcare,1,1
1000295,0,2015-01-05,referral,1,1
1000296,0,2015-01-05,referral,1,1
1000297,0,2015-01-05,referral,1,1
1000298,0,2015-01-05,referral,1,1
1000300,0,2015-01-05,referral,1,1
1000301,0,2015-01-05,referral,1,1
